title,link,summary,date
Ціна нафти впала до найнижчого рівня з 2021 року,https://ua.korrespondent.net/business/economics/4761310-tsina-nafty-vpala-do-nainyzhchoho-rivnia-z-2021-roku,"Комерційні запаси нафти у США за минулий тиждень збільшились на 3,614 млн барелів до 433,775 млн барелів. Це значно перевищило очікування аналітиків, які прогнозували збільшення запасів лише на 900 тисяч барелів.Новини економіки- 5 березня 2025, 20:49",2025-03-05 20:49
Агент Антоні вступив у суперечку з Аморімом після слів про його клієнта,https://ua.korrespondent.net/sport/football/4761307-ahent-antoni-vstupyv-u-superechku-z-amorimom-pislia-sliv-pro-yoho-kliienta,"Представник вінгера назвав ""зверхніми"" пояснення Рубена щодо невдач бразильця у МЮ.Новини футболу- 5 березня 2025, 19:59",2025-03-05 19:59
СюжетБез допомоги США. Зеленський шкодує та має план,https://ua.korrespondent.net/ukraine/4761018-bez-dopomohy-ssha-zelenskyi-shkoduie-ta-maie-plan,"Президент України Володимир Зеленський оприлюднив нову заяву у зв'язку з публічною суперечкою з Дональдом Трампом.Новини України- 4 березня 2025, 23:10",2025-03-04 23:10
Росія атакувала Одесу: частина міста без світла і тепла,https://ua.korrespondent.net/city/odessa/4761012-rosiia-atakuvala-odesu-chastyna-mista-bez-svitla-i-tepla,"У місті вже пролунав сигнал відбою тривоги, проте жителі міста у деяких районах ще можуть чуть роботу сил ППО.Одеса- 4 березня 2025, 23:53",2025-03-04 23:53
"Кубарсі назвав свою мрію, яку він хоче реалізувати з Барселоною",https://ua.korrespondent.net/sport/football/4761005-kubarsi-nazvav-svoui-mriui-yaku-vin-khoche-realizuvaty-z-barselonoui,"Футболіст висловився про протистояння з Бенфікою в Лізі чемпіонів.Новини футболу- 4 березня 2025, 22:42",2025-03-04 22:42
Макрон кличе до себе Орбана говорити про Україну,https://ua.korrespondent.net/world/4761007-makron-klyche-do-sebe-orbana-hovoryty-pro-ukrainu,"У ЄС часто необхідна одностайність для ухвалення рішень щодо міжнародних справ та України, а прем'єр-міністр Угорщини Віктор Орбан часто блокує такі рішення.Новини світу- 4 березня 2025, 23:25",2025-03-04 23:25
Дуда висловив жаль через паузу в поставках зброї Україні,https://ua.korrespondent.net/world/worldabus/4761006-duda-vyslovyv-zhal-cherez-pauzu-v-postavkakh-zbroi-ukraini,"Польський лідер висловив надію, що таке рішення - це ""елементи переговорної техніки"", і США все ж таки ""підтримають Україну"".Огляд преси- 4 березня 2025, 22:56",2025-03-04 22:56
Провінція Канади заявила про відплату за тарифи Трампа,https://ua.korrespondent.net/ukraine/4761003-provintsiia-kanady-zaiavyla-pro-vidplatu-za-taryfy-trampa,"Влада Онтаріо пригрозила застосувати 25% націнку на електроенергію, яку регіон постачає в США.Новини України- 4 березня 2025, 22:44",2025-03-04 22:44
"Ітаума зізнався, чому не замінив би Дюбуа в бою з Паркером",https://ua.korrespondent.net/sport/other/4761000-itauma-ziznavsia-chomu-ne-zaminyv-by-duibua-v-boui-z-parkerom,"Британець назвав умову, за якої б став екстреною заміною.Інші- 4 березня 2025, 22:20",2025-03-04 22:20
"Сіярто пожалівся Рубіо, що Європа ""змовилась проти мирного плану"" Трампа",https://ua.korrespondent.net/world/4760997-siiarto-pozhalivsia-rubio-scho-yevropa-zmovylas-proty-myrnoho-planu-trampa,"Голова угорського МЗС заявив, що Будапешт не погодиться на жодне рішення, яке ""може призвести до продовження війни"".Новини світу- 4 березня 2025, 21:57",2025-03-04 21:57
ЗСУ показали відео знищення танка та БМП росіян,https://ua.korrespondent.net/ukraine/4760993-zsu-pokazaly-video-znyschennia-tanka-ta-bmp-rosiian,"Екіпажі полку Ахілес тільки в тому місяці ""знищили та уразили 2155 військових цілей противника"", зазначив командир полку Юрій Федоренко.Новини України- 4 березня 2025, 21:39",2025-03-04 21:39
Астон Вілла вирвала перемогу у Брюгге в матчі Ліги чемпіонів,https://ua.korrespondent.net/sport/football/4760991-aston-villa-vyrvala-peremohu-u-bruihhe-v-matchi-lihy-chempioniv,"В концовке поединка бельгийцы отличились автоголом, а англичане реализовали пенальти.Новини футболу- 4 березня 2025, 21:36",2025-03-04 21:36
Тренер Барселони відреагував на можливе повернення Неймара,https://ua.korrespondent.net/sport/football/4760986-trener-barselony-vidreahuvav-na-mozhlyve-povernennia-neimara,"Ганс-Дітер Флік прокоментував чутки про возз'єднання бразильця з каталонським клубом.Новини футболу- 4 березня 2025, 21:05",2025-03-04 21:05
Франція заявили про провокацію літака РФ проти дрона в Середземномор'ї,https://ua.korrespondent.net/world/4760985-frantsiia-zaiavyly-pro-provokatsiui-litaka-rf-proty-drona-v-seredzemnomori,"Французький міністр оборони Себастьєн Лекорню заявив, що така ""навмисна, непрофесійна та агресивна"" дія є неприйнятною.Новини світу- 4 березня 2025, 20:57",2025-03-04 20:57
Прокуратура Швейцарії запросила умовний термін для Платіні та Блаттера,https://ua.korrespondent.net/sport/football/4760981-prokuratura-shveitsarii-zaprosyla-umovnyi-termin-dlia-platini-ta-blattera,"Колишні чиновники проходять у справі про корупцію.Новини футболу- 4 березня 2025, 20:50",2025-03-04 20:50
"""Мій контракт уже підписаний"": Роуч вимагає реваншу з Джервонтою",https://ua.korrespondent.net/sport/other/4760976-mii-kontrakt-uzhe-pidpysanyi-rouch-vymahaie-revanshu-z-dzhervontoui,"Американський боксер висловив готовність знову битися після скандальної нічиєї.Інші- 4 березня 2025, 20:35",2025-03-04 20:35
"Перевозка нафти з РФ значно зросла після ""прощальних"" санкцій Байдена",https://ua.korrespondent.net/ukraine/4760978-perevozka-nafty-z-rf-znachno-zrosla-pislia-proschalnykh-sanktsii-baidena,"Вартість перевезення такого вантажу тепер становить 7,9 млн доларів порівняно з 5,6 млн доларів наприкінці 2024 року.Новини України- 4 березня 2025, 20:37",2025-03-04 20:37
Джервонта цікавився можливістю проведення бою з Ломаченком,https://ua.korrespondent.net/sport/other/4760968-dzhervonta-tsikavyvsia-mozhlyvistui-provedennia-boui-z-lomachenkom,"Чемпіон WBA хотів влаштувати об'єднавчий поєдинок, а не реванш із Роучем.Інші- 4 березня 2025, 19:58",2025-03-04 19:58
США дали Chevron місяць на вихід з Венесуели,https://ua.korrespondent.net/business/companies/4760972-ssha-daly-Chevron-misiats-na-vykhid-z-venesuely,"Це може бути способом додаткового тиску на самопроголошеного главу Венесуели Ніколаса Мадуро з метою змусити його укласти угоду з президентом США Дональдом Трампом.Новини компаній- 4 березня 2025, 20:49",2025-03-04 20:49
Apple представила два нові планшети та магнітну клавіатуру,https://ua.korrespondent.net/lifestyle/gadgets/4760970-Apple-predstavyla-dva-novi-planshety-ta-mahnitnu-klaviaturu,"Анонс iPad, iPad Air та Magic Keyboard відбувся простим пресс-релізом на сайті Apple.Гаджети- 4 березня 2025, 20:29",2025-03-04 20:29
Китай і Казахстан запустили залізницю в Європу в обхід РФ,https://ua.korrespondent.net/business/economics/4760969-kytai-i-kazakhstan-zapustyly-zaliznytsui-v-yevropu-v-obkhid-rf,"Влада КНР розвиває ще два залізничні проєкти через центральноазіатські країни в обхід Росії.Новини економіки- 4 березня 2025, 20:22",2025-03-04 20:22
"Стало відомо, коли і де відбудеться фінал Кубка України з футболу",https://ua.korrespondent.net/sport/football/4760963-stalo-vidomo-koly-i-de-vidbudetsia-final-kubka-ukrainy-z-futbolu,"Вирішальний поєдинок відбудеться у травні.Новини футболу- 4 березня 2025, 19:53",2025-03-04 19:53
Промоутер назвав п'ять кандидатів на бій із Джошуа і озвучив головного фаворита,https://ua.korrespondent.net/sport/other/4760956-promouter-nazvav-piat-kandydativ-na-bii-iz-dzhoshua-i-ozvuchyv-holovnoho-favoryta,"Едді Гірн висловився про перспективи колишнього чемпіона світу.Інші- 4 березня 2025, 19:20",2025-03-04 19:20
"Власники аптек, де збували російські ліки, втекли з України",https://ua.korrespondent.net/ukraine/4760958-vlasnyky-aptek-de-zbuvaly-rosiiski-liky-vtekly-z-ukrainy,"Прокурори подали клопотання до Печерського суду Києва про арешт власників аптеки з російськими ліками. Однак суддя не розглянув питання, оскільки адвокати стверджували, що підозрювані хворіють.Новини України- 4 березня 2025, 20:19",2025-03-04 20:19
Уряд виділив 150 млн грн на повернення біженців,https://ua.korrespondent.net/ukraine/4760957-uriad-vydilyv-150-mln-hrn-na-povernennia-bizhentsiv,"Кабінет міністрів виділив ці кошти з держбюджету на сприяння поверненню українських біженців.Новини України- 4 березня 2025, 19:26",2025-03-04 19:26
Команда з українцем виграла турнір з Dota 2 з призовим фондом $1 млн,https://ua.korrespondent.net/lifestyle/videoigry/4760954-komanda-z-ukraintsem-vyhrala-turnir-z-Dota-2-z-pryzovym-fondom-1-mln,"Сербська команда з українцем в складі виграла фінал та отримала $290 тисяч. Британська Tundra Esports за друге місце отримала $130 тисячКіберспорт- 4 березня 2025, 19:36",2025-03-04 19:36
Основного голкіпера Мілана дискваліфікували за образу арбітра після матчу,https://ua.korrespondent.net/sport/football/4760949-osnovnoho-holkipera-milana-dyskvalifikuvaly-za-obrazu-arbitra-pislia-matchu,"Воротар ""россонері"" не стримав емоцій за підсумками програного поєдинку з Лаціо.Новини футболу- 4 березня 2025, 18:59",2025-03-04 18:59
США визнали єменських хуситів терористами,https://ua.korrespondent.net/world/4760951-ssha-vyznaly-yemenskykh-khusytiv-terorystamy,"Відповідно до указу президента США, їхня діяльність створює загрозу для безпеки американських громадян та персоналу на Близькому Сході, а також для стабільності міжнародної морської торгівлі.Новини світу- 4 березня 2025, 19:49",2025-03-04 19:49
"Нехай набере висоти: тренер Бенфіки розповів, чи зіграє Трубін з Барселоною",https://ua.korrespondent.net/sport/football/4760943-nekhai-nabere-vysoty-trener-benfiky-rozpoviv-chy-zihraie-trubin-z-barselonoui,"Бруну Лажи висловився стосовно українського воротаря, який пропустив останні два матчі.Новини футболу- 4 березня 2025, 18:55",2025-03-04 18:55
Повітряні сили знищили об'єкт росіян на Курщині,https://ua.korrespondent.net/ukraine/4760947-povitriani-syly-znyschyly-obiekt-rosiian-na-kurschyni,"Атакою українських воїнів було знищено ворожі бліндажі, вогневі позиції та до 30 російських військовослужбовців.Новини України- 4 березня 2025, 18:58",2025-03-04 18:58
"Спікер Джонсон заявив про ""тимчасову"" паузу у допомозі Україні",https://ua.korrespondent.net/world/4760941-spiker-dzhonson-zaiavyv-pro-tymchasovu-pauzu-u-dopomozi-ukraini,"Президент Володимир Зеленський має ""виправити те, що сталося минулого тижня"", зазначив Майк Джонсон.Новини світу- 4 березня 2025, 18:59",2025-03-04 18:59
Ірландія надасть Україні €100 млн на військову підтримку,https://ua.korrespondent.net/world/4760940-irlandiia-nadast-ukraini-100-mln-na-viiskovu-pidtrymku,"Фінансування уряд Ірландії виділив на ""несмертельне військове обладнання та підтримку"" українського війська.Новини світу- 4 березня 2025, 19:13",2025-03-04 19:13
Росіяни намагаються перетнути Дніпро на Херсонщині - ОВА,https://ua.korrespondent.net/ukraine/4760938-rosiiany-namahauitsia-peretnuty-dnipro-na-khersonschyni-ova,"Глава регіону Олександр Прокудін пояснює це тим, що РФ намагається створити ""фактичну присутність"" на правому березі.Новини України- 4 березня 2025, 18:42",2025-03-04 18:42
"В США студенти створили гаджет, що може відтворювати смаки в роті",https://ua.korrespondent.net/lifestyle/gadgets/4760936-v-ssha-studenty-stvoryly-hadzhet-scho-mozhe-vidtvoruivaty-smaky-v-roti,"Студенти вважають, що їхнє дослідження відкриває хімічний вимір у технології доповненої та віртуальної реальності.Гаджети- 4 березня 2025, 18:44",2025-03-04 18:44
Лунін потрапив у коло інтересів Манчестер Юнайтед,https://ua.korrespondent.net/sport/football/4760926-lunin-potrapyv-u-kolo-interesiv-manchester-yunaited,"""Червоні дияволи"" бачать в українцеві основного воротаря для своєї команди.Новини футболу- 4 березня 2025, 18:10",2025-03-04 18:10
Nissan закрив прийом замовлень на GT-R після 18 років продажів,https://ua.korrespondent.net/lifestyle/motors/4760932-Nissan-zakryv-pryiom-zamovlen-na-GT-R-pislia-18-rokiv-prodazhiv,"Раніше суперкар перестав продаватись в Європі, Австралії та Північній Америці через регулювання безпеки, а тепер GT-R покидає і рідний японський ринок.Автомобілі- 4 березня 2025, 18:33",2025-03-04 18:33
СюжетПідсумки 03.03: Атака на полігон і катування,https://ua.korrespondent.net/ukraine/events/4760687-pidsumky-0303-ataka-na-polihon-i-katuvannia,"Внаслідок ворожого удару по полігону серед українських військових є загиблі й поранені; Українську журналістку Рощину, яка померла в 2024 році, жорстоко катували у полоні. Кореспондент.net виділяє головні події вчорашнього дня.Події- 4 березня 2025, 06:57",2025-03-04 06:57
"ЗМІ повідомили, про що Трамп говоритиме у зверненні до Конгресу",https://ua.korrespondent.net/world/4760685-zmi-povidomyly-pro-scho-tramp-hovorytyme-u-zvernenni-do-konhresu,"У вівторок, 4 березня, Трамп виступить із промовою на першій після повернення до Білого дому спільній сесії Конгресу.Новини світу- 4 березня 2025, 06:29",2025-03-04 06:29
"Левітт: Зеленський вкусив руку, яка його годує",https://ua.korrespondent.net/world/4760683-levitt-zelenskyi-vkusyv-ruku-yaka-yoho-hoduie,"США призупинили постачання американської військової техніки, яка зараз не в Україні, включаючи зброю, що йде транзитом через Польщу.Новини світу- 4 березня 2025, 05:40",2025-03-04 05:40
"В КНДР заявили, що США їх ""провокує""",https://ua.korrespondent.net/world/4760681-v-kndr-zaiavyly-scho-ssha-yikh-provokuie,"Політика КНДР щодо зміцнення ядерних сил в умовах військових загроз - ""єдиний і найбільш правильний вибір"", заявила Кім Йо Чжон, наголосивши, що Пхеньян ""у жодному разі не відступиться від цього"".Новини світу- 4 березня 2025, 05:09",2025-03-04 05:09
У Франції підпалили представництво Tesla,https://ua.korrespondent.net/world/4760679-u-frantsii-pidpalyly-predstavnytstvo-Tesla,"Палії ​​розшукуються, влада сподівається, що особи зловмисників допоможуть визначити камери спостереження.Новини світу- 4 березня 2025, 04:41",2025-03-04 04:41
Китай відреагував на конфлікт в Овальному кабінеті,https://ua.korrespondent.net/world/4760675-kytai-vidreahuvav-na-konflikt-v-ovalnomu-kabineti,"Пекін виступає за мирне на основі чотирьох принципів: поваги до суверенітету, дотримання Статуту ООН, використання мирних методів для вирішення розбіжностей та ""врахування законних безпекових занепокоєнь кожної зі сторін"".Новини світу- 4 березня 2025, 03:44",2025-03-04 03:44
Трамп зупинив всю військову допомогу Україні - Bloomberg,https://ua.korrespondent.net/world/4760673-tramp-zupynyv-vsui-viiskovu-dopomohu-ukraini-Bloomberg,"Рішення Трампа може вплинути на доставлення критично важливих боєприпасів, сотень керованих реактивних систем залпового вогню, протитанкової зброї та інших засобів.Новини світу- 4 березня 2025, 03:18",2025-03-04 03:18
Безпілотники атакували російській НПЗ у Сизрані,https://ua.korrespondent.net/world/4760669-bezpilotnyky-atakuvaly-rosiiskii-npz-u-syzrani,"Жителі російської Сизрані повідомили про вибухи в районі місцевого нафтопереробного заводу.Новини світу- 4 березня 2025, 02:25",2025-03-04 02:25
"У Сумах пролунали вибухи, у частини міста зникла електрика",https://ua.korrespondent.net/ukraine/4760667-u-sumakh-prolunaly-vybukhy-u-chastyny-mista-znykla-elektryka,"Російська окупаційна армія запустила по території України ударні безпілотники. У Сумах пролунала серія вибухів.Новини України- 4 березня 2025, 01:59",2025-03-04 01:59
Журналістку Рощину катували у російському полоні - співкамерниця,https://ua.korrespondent.net/ukraine/4760656-zhurnalistku-roschynu-katuvaly-u-rosiiskomu-poloni-spivkamernytsia,"Прокурори повідомляють, що Вікторію Рощину тримали у вʼязницях, не висунувши їй жодних звинувачень.Новини України- 4 березня 2025, 01:06",2025-03-04 01:06
"Росіяни обстріляли Одесу - у місті аварійні відключення, є постраждалі",https://ua.korrespondent.net/city/odessa/4760653-rosiiany-obstrilialy-odesu-u-misti-avariini-vidkluichennia-ye-postrazhdali,"Місцеві жителі повідомляли про вибухи в місті, а також про стовп диму над житловими кварталами.Одеса- 4 березня 2025, 00:38",2025-03-04 00:38
В Європі засудили зупинку допомоги США для України,https://ua.korrespondent.net/world/4760805-v-yevropi-zasudyly-zupynku-dopomohy-ssha-dlia-ukrainy,"Рішення зупинити допомогу Україні Штати прийняли без будь-яких консультацій із партнерами по НАТО чи групою Ramstein.Новини світу- 4 березня 2025, 12:59",2025-03-04 12:59
Чи може Україна виконати бюджет 2025 р. без допомоги США,https://ua.korrespondent.net/articles/4760801-chy-mozhe-ukraina-vykonaty-buidzhet-2025-r-bez-dopomohy-ssha,"В Україні підрахували, чи може бюджет України обійтись без коштів США. На допомогу яких країн можемо розраховувати?Статті- 4 березня 2025, 12:55",2025-03-04 12:55
Із США депортують понад дві тисячі громадян Вірменії,https://ua.korrespondent.net/world/4760800-iz-ssha-deportuuit-ponad-dvi-tysiachi-hromadian-virmenii,"Реальна цифра може бути набагато вищою, адже немає даних про кількість вже видворених громадян Вірменії.Новини світу- 4 березня 2025, 12:56",2025-03-04 12:56
На Франківщині ексочільник Держекоінспекції збагатився на 20 млн,https://ua.korrespondent.net/ukraine/4760798-na-frankivschyni-eksochilnyk-derzhekoinspektsii-zbahatyvsia-na-20-mln,"Суд арештував інше майно фігуранта та його родини загальною вартістю 80  мільйонів гривень.Новини України- 4 березня 2025, 12:52",2025-03-04 12:52
Обіцяла допомогти відкрити ресторан: киянка видурила у підприємців 6 млн,https://ua.korrespondent.net/city/kiev/4760796-obitsiala-dopomohty-vidkryty-restoran-kyianka-vyduryla-u-pidpryiemtsiv-6-mln,"Судитимуть жінку, котра обіцяла двом підприємцям допомогти із відкриттям ресторану у Києві, а натомість ошукала їх на понад 6 млн грн.Київ- 4 березня 2025, 12:43",2025-03-04 12:43
В ЄС змінили підхід до розрахунку викидів CO₂ для автовиробників,https://ua.korrespondent.net/world/4760794-v-yes-zminyly-pidkhid-do-rozrakhunku-vykydiv-CO-dlia-avtovyrobnykiv,"Відповідна поправка дозволить виробникам розраховувати свої викиди за трирічний період, а не щорічно.Новини світу- 4 березня 2025, 12:38",2025-03-04 12:38
Росіяни атакували Херсонщину: загинув поліціянт,https://ua.korrespondent.net/ukraine/4760789-rosiiany-atakuvaly-khersonschynu-zahynuv-politsiiant,"Російська армія обстріляла Херсонський та Бериславський райони з артилерії, мінометів, танків, авіації та БпЛА.Новини України- 4 березня 2025, 12:37",2025-03-04 12:37
Чоловік Доллі Партон помер у віці 82 років,https://ua.korrespondent.net/lifestyle/4760786-cholovik-dolli-parton-pomer-u-vitsi-82-rokiv,"Чоловік кантрі-співачки Доллі Партон, Карл Томас Дін, який був разом з нею майже 60 років, помер 3 березня у віці 82 років.Lifestyle&Fashion- 4 березня 2025, 12:24",2025-03-04 12:24
Українець Степанов забив свій черговий гол за Баєр U-19,https://ua.korrespondent.net/sport/football/4760782-ukrainets-stepanov-zabyv-svii-cherhovyi-hol-za-baier-U-19,"Артем продовжує розвиватись в системі ""фармацевтів""Новини футболу- 4 березня 2025, 11:59",2025-03-04 11:59
Атаки РФ погіршили стабільність енергопостачання АЕС - МАГАТЕ,https://ua.korrespondent.net/ukraine/4760784-ataky-rf-pohirshyly-stabilnist-enerhopostachannia-aes-mahate,"У МАГАТЕ наголошують, що критичний стан енергосистеми України підкреслює необхідність міжнародної допомоги для забезпечення надійного енергопостачання ядерних об'єктів.Новини України- 4 березня 2025, 12:23",2025-03-04 12:23
SpaceX скасувала запуск Starship через несправність,https://ua.korrespondent.net/business/companies/4760781-SpaceX-skasuvala-zapusk-Starship-cherez-nespravnist,"Зворотний відлік зупинили за 40 секунд до старту, після чого команда ухвалила рішення скасувати запуск.Новини компаній- 4 березня 2025, 12:19",2025-03-04 12:19
Reuters знову запустило онлайн-трансляцію з Майдану у Києві,https://ua.korrespondent.net/city/kiev/4760780-Reuters-znovu-zapustylo-onlain-transliatsiui-z-maidanu-u-kyievi,"Зранку 4 березня Reuters знову запустило пряму трансляцію з Майдану Незалежності. Її вже припинили.Київ- 4 березня 2025, 12:14",2025-03-04 12:14
Судмедексперт висунув теорію про загадкову смерть Джина Гекмена,https://ua.korrespondent.net/lifestyle/4760777-sudmedekspert-vysunuv-teoriui-pro-zahadkovu-smert-dzhyna-hekmena,"Джин Гекмен та його дружина були знайдені мертвими у своєму будинку в Санта-Фе. Офіційна причина смерті поки невідома, проте експерти розглядають версію нещасного випадку.Lifestyle&Fashion- 4 березня 2025, 12:09",2025-03-04 12:09
Два лідери Мілана з великою ймовірністю покинуть клуб влітку,https://ua.korrespondent.net/sport/football/4760768-dva-lidery-milana-z-velykoui-ymovirnistui-pokynut-klub-vlitku,"Тео Ернандес і Рафаел Леао потрапили в немилість на Сан-Сіро.Новини футболу- 4 березня 2025, 11:35",2025-03-04 11:35
"Ділова активність в Україні зросла, але не досягла рівня 2024 року - НБУ",https://ua.korrespondent.net/business/economics/4760774-dilova-aktyvnist-v-ukraini-zrosla-ale-ne-dosiahla-rivnia-2024-roku-nbu,"Стримуючими факторами залишалися подальші обстріли критичної інфраструктури, збільшення витрат бізнесу на оплату праці, опалення та електроенергію в зимовий період, дефіцит робочої сили та інфляційні процеси.Новини економіки- 4 березня 2025, 12:09",2025-03-04 12:09
Американські мита обвалили світові ринки,https://ua.korrespondent.net/business/financial/4760771-amerykanski-myta-obvalyly-svitovi-rynky,"Дональд Трамп запровадив мита проти основних торгових партнерів США - Канади, Мексики та Китаю.Новини фінансів- 4 березня 2025, 11:59",2025-03-04 11:59
"У Франції заявили, що призупинення військової допомоги США віддаляє мир",https://ua.korrespondent.net/world/4760769-u-frantsii-zaiavyly-scho-pryzupynennia-viiskovoi-dopomohy-ssha-viddaliaie-myr,"Президент Франції Емманюель Макрон сьогодні зустрічається з деякими міністрами в Єлисейському палаці.Новини світу- 4 березня 2025, 11:58",2025-03-04 11:58
Курс долара пішов униз в обмінних пунктах,https://ua.korrespondent.net/business/financial/4760767-kurs-dolara-pishov-unyz-v-obminnykh-punktakh,"Середній курс продажу долара низився до 41,80 гривень, а курс євро залишився на рівні 43,90 гривень.Новини фінансів- 4 березня 2025, 11:59",2025-03-04 11:59
СюжетБез допомоги США. Зеленський шкодує та має план,https://ua.korrespondent.net/ukraine/4761018-bez-dopomohy-ssha-zelenskyi-shkoduie-ta-maie-plan,"Президент України Володимир Зеленський оприлюднив нову заяву у зв'язку з публічною суперечкою з Дональдом Трампом.Новини України- 4 березня 2025, 23:10",2025-03-04 23:10
Росія атакувала Одесу: частина міста без світла і тепла,https://ua.korrespondent.net/city/odessa/4761012-rosiia-atakuvala-odesu-chastyna-mista-bez-svitla-i-tepla,"У місті вже пролунав сигнал відбою тривоги, проте жителі міста у деяких районах ще можуть чуть роботу сил ППО.Одеса- 4 березня 2025, 23:53",2025-03-04 23:53
"Кубарсі назвав свою мрію, яку він хоче реалізувати з Барселоною",https://ua.korrespondent.net/sport/football/4761005-kubarsi-nazvav-svoui-mriui-yaku-vin-khoche-realizuvaty-z-barselonoui,"Футболіст висловився про протистояння з Бенфікою в Лізі чемпіонів.Новини футболу- 4 березня 2025, 22:42",2025-03-04 22:42
Макрон кличе до себе Орбана говорити про Україну,https://ua.korrespondent.net/world/4761007-makron-klyche-do-sebe-orbana-hovoryty-pro-ukrainu,"У ЄС часто необхідна одностайність для ухвалення рішень щодо міжнародних справ та України, а прем'єр-міністр Угорщини Віктор Орбан часто блокує такі рішення.Новини світу- 4 березня 2025, 23:25",2025-03-04 23:25
Дуда висловив жаль через паузу в поставках зброї Україні,https://ua.korrespondent.net/world/worldabus/4761006-duda-vyslovyv-zhal-cherez-pauzu-v-postavkakh-zbroi-ukraini,"Польський лідер висловив надію, що таке рішення - це ""елементи переговорної техніки"", і США все ж таки ""підтримають Україну"".Огляд преси- 4 березня 2025, 22:56",2025-03-04 22:56
Провінція Канади заявила про відплату за тарифи Трампа,https://ua.korrespondent.net/ukraine/4761003-provintsiia-kanady-zaiavyla-pro-vidplatu-za-taryfy-trampa,"Влада Онтаріо пригрозила застосувати 25% націнку на електроенергію, яку регіон постачає в США.Новини України- 4 березня 2025, 22:44",2025-03-04 22:44
"Ітаума зізнався, чому не замінив би Дюбуа в бою з Паркером",https://ua.korrespondent.net/sport/other/4761000-itauma-ziznavsia-chomu-ne-zaminyv-by-duibua-v-boui-z-parkerom,"Британець назвав умову, за якої б став екстреною заміною.Інші- 4 березня 2025, 22:20",2025-03-04 22:20
"Сіярто пожалівся Рубіо, що Європа ""змовилась проти мирного плану"" Трампа",https://ua.korrespondent.net/world/4760997-siiarto-pozhalivsia-rubio-scho-yevropa-zmovylas-proty-myrnoho-planu-trampa,"Голова угорського МЗС заявив, що Будапешт не погодиться на жодне рішення, яке ""може призвести до продовження війни"".Новини світу- 4 березня 2025, 21:57",2025-03-04 21:57
ЗСУ показали відео знищення танка та БМП росіян,https://ua.korrespondent.net/ukraine/4760993-zsu-pokazaly-video-znyschennia-tanka-ta-bmp-rosiian,"Екіпажі полку Ахілес тільки в тому місяці ""знищили та уразили 2155 військових цілей противника"", зазначив командир полку Юрій Федоренко.Новини України- 4 березня 2025, 21:39",2025-03-04 21:39
Астон Вілла вирвала перемогу у Брюгге в матчі Ліги чемпіонів,https://ua.korrespondent.net/sport/football/4760991-aston-villa-vyrvala-peremohu-u-bruihhe-v-matchi-lihy-chempioniv,"В концовке поединка бельгийцы отличились автоголом, а англичане реализовали пенальти.Новини футболу- 4 березня 2025, 21:36",2025-03-04 21:36
Тренер Барселони відреагував на можливе повернення Неймара,https://ua.korrespondent.net/sport/football/4760986-trener-barselony-vidreahuvav-na-mozhlyve-povernennia-neimara,"Ганс-Дітер Флік прокоментував чутки про возз'єднання бразильця з каталонським клубом.Новини футболу- 4 березня 2025, 21:05",2025-03-04 21:05
Франція заявили про провокацію літака РФ проти дрона в Середземномор'ї,https://ua.korrespondent.net/world/4760985-frantsiia-zaiavyly-pro-provokatsiui-litaka-rf-proty-drona-v-seredzemnomori,"Французький міністр оборони Себастьєн Лекорню заявив, що така ""навмисна, непрофесійна та агресивна"" дія є неприйнятною.Новини світу- 4 березня 2025, 20:57",2025-03-04 20:57
Прокуратура Швейцарії запросила умовний термін для Платіні та Блаттера,https://ua.korrespondent.net/sport/football/4760981-prokuratura-shveitsarii-zaprosyla-umovnyi-termin-dlia-platini-ta-blattera,"Колишні чиновники проходять у справі про корупцію.Новини футболу- 4 березня 2025, 20:50",2025-03-04 20:50
"""Мій контракт уже підписаний"": Роуч вимагає реваншу з Джервонтою",https://ua.korrespondent.net/sport/other/4760976-mii-kontrakt-uzhe-pidpysanyi-rouch-vymahaie-revanshu-z-dzhervontoui,"Американський боксер висловив готовність знову битися після скандальної нічиєї.Інші- 4 березня 2025, 20:35",2025-03-04 20:35
"Перевозка нафти з РФ значно зросла після ""прощальних"" санкцій Байдена",https://ua.korrespondent.net/ukraine/4760978-perevozka-nafty-z-rf-znachno-zrosla-pislia-proschalnykh-sanktsii-baidena,"Вартість перевезення такого вантажу тепер становить 7,9 млн доларів порівняно з 5,6 млн доларів наприкінці 2024 року.Новини України- 4 березня 2025, 20:37",2025-03-04 20:37
Джервонта цікавився можливістю проведення бою з Ломаченком,https://ua.korrespondent.net/sport/other/4760968-dzhervonta-tsikavyvsia-mozhlyvistui-provedennia-boui-z-lomachenkom,"Чемпіон WBA хотів влаштувати об'єднавчий поєдинок, а не реванш із Роучем.Інші- 4 березня 2025, 19:58",2025-03-04 19:58
Netflix показав трейлер серіалу Астерікс і Обелікс,https://ua.korrespondent.net/showbiz/cinema/4760765-Netflix-pokazav-treiler-serialu-asteriks-i-obeliks,"У новій історії друїд втрачає рецепт чарівного зілля, а головним героям доведеться знайти спосіб захистити село без нього.Кіно новини- 4 березня 2025, 11:57",2025-03-04 11:57
